Level,MoneyProfit,CommonUpgradeCost,RareUpgradeCost,LegendaryUpgradeCost
581,50306226,1.18126458413068E+14,6.6970335416646E+13,7.2638383624456E+13
582,51733492,1.22394720918123E+14,6.9321404047196E+13,7.5141245258160E+13
583,53160758,1.26719044400130E+14,7.1699708975770E+13,7.7670528327451E+13
584,54588024,1.31099893579568E+14,7.4105448723147E+13,8.0226403588324E+13
585,56015290,1.35537735754626E+14,7.6538822800271E+13,8.2809042547379E+13
586,57442556,1.40033040810669E+14,7.9000031711642E+13,8.5418617464145E+13
587,58869822,1.44586281229711E+14,8.1489276958717E+13,8.8055301353411E+13
588,60297088,1.50157540582728E+14,8.4006761043312E+13,9.0719267987564E+13
589,61724354,1.55843476032194E+14,8.6552687471023E+13,9.3410691898926E+13
590,63151620,1.61645345898300E+14,8.9127260754640E+13,9.6129748382102E+13
591,65001962,1.68662182366642E+14,9.2331642152355E+13,9.9524384381252E+13
592,66852304,1.75827417140233E+14,9.5572839845567E+13,1.02954563658065E+14
593,68702646,1.83142687373044E+14,9.8851119673383E+13,1.06420513995029E+14
594,70552988,1.90609640904536E+14,1.02166748789600E+14,1.09922464168988E+14
595,72403330,1.98229936302223E+14,1.05519995667175E+14,1.13460643954211E+14
596,74253672,2.06005242904337E+14,1.08911130102704E+14,1.17035284125454E+14
597,76104014,2.13937240862601E+14,1.12340423220909E+14,1.20646616461038E+14
598,77954356,2.22027621185107E+14,1.15808147479146E+14,1.24294873745932E+14
599,79804698,2.30278085779297E+14,1.19314576671905E+14,1.27980289774842E+14
600,81655040,2.38690347495047E+14,1.22859985935340E+14,1.31703099355302E+14
601,84055698,2.48895659959000E+14,1.27277945526479E+14,1.36356268225471E+14
602,86456356,2.59308290940255E+14,1.31746043992027E+14,1.41057575909621E+14
603,88857014,2.69930470517348E+14,1.36264639234480E+14,1.45807327749467E+14
604,91257672,2.80764443078413E+14,1.40834090908833E+14,1.50605830408864E+14
605,93658330,2.91812467377527E+14,1.45454760428482E+14,1.55453391877848E+14
606,96058988,3.03076816591211E+14,1.50127010971154E+14,1.60350321476687E+14
607,98459646,3.14559778375050E+14,1.54851207484836E+14,1.65296929859945E+14
608,100860304,3.26263654920465E+14,1.59627716693725E+14,1.70293529020550E+14
609,103260962,3.38190763011611E+14,1.64456907104191E+14,1.75340432293872E+14
610,105661620,3.50343434082421E+14,1.69339149010752E+14,1.80437954361812E+14
611,108778638,3.65128562647872E+14,1.75430106694928E+14,1.86816689611453E+14
612,111895656,3.80203011097547E+14,1.81589360656918E+14,1.93260643498463E+14
613,115012674,3.95569817008498E+14,1.87817392936514E+14,1.99770225536064E+14
614,118129692,4.11232037128408E+14,1.94114687910861E+14,2.06345846996489E+14
615,121246710,4.27192747450251E+14,2.00481732302272E+14,2.12987920916322E+14
616,124363728,4.43455043287132E+14,2.06919015186066E+14,2.19696862101854E+14
617,127480746,4.60022039347301E+14,2.13427027998414E+14,2.26473087134445E+14
618,130597764,4.76896869809354E+14,2.20006264544211E+14,2.33317014375906E+14
619,133714782,4.94082688397612E+14,2.26657221004958E+14,2.40229063973884E+14
620,136831800,5.11582668457678E+14,2.33380395946669E+14,2.47209657867265E+14
621,140882021,5.32930134105027E+14,2.41777827503062E+14,2.55954664383953E+14
622,144932242,5.54680966198380E+14,2.50268308541613E+14,2.64788058512037E+14
623,148982463,5.76839302121151E+14,2.58852488558786E+14,2.73710389751425E+14
624,153032684,5.99409304950401E+14,2.67531020170133E+14,2.82722209943651E+14
625,157082905,6.22395163555802E+14,2.76304559120631E+14,2.91824073278940E+14
626,161133126,6.45801092698840E+14,2.85173764295057E+14,3.01016536303285E+14
627,165183347,6.69631333132254E+14,2.94139297728374E+14,3.10300157925546E+14
628,169233568,6.93890151699714E+14,3.03201824616149E+14,3.19675499424556E+14
629,173283789,7.18581841435733E+14,3.12362013324986E+14,3.29143124456247E+14
630,177334010,7.43710721665816E+14,3.21620535402988E+14,3.38703599060787E+14
631,182600830,7.74440939806154E+14,3.33198035768459E+14,3.50694030924945E+14
632,187867650,8.05733043710315E+14,3.44902339800166E+14,3.62804291077211E+14
633,193134470,8.37592668841185E+14,3.56734322985714E+14,3.75035117230433E+14
634,198401290,8.70025485112436E+14,3.68694864977243E+14,3.87387250216538E+14
635,203668110,9.03037197019793E+14,3.80784849605129E+14,3.99861433995882E+14
636,208934930,9.36633543772618E+14,3.93005164891712E+14,4.12458415666612E+14
637,214201750,9.70820299425788E+14,4.05356703065067E+14,4.25178945474056E+14
638,219468570,1.00560327301191E+15,4.17840360572786E+14,4.38023776820130E+14
639,224735390,1.04098830867382E+15,4.30457038095807E+14,4.50993666272757E+14
640,230002210,1.07698128579742E+15,4.43207640562262E+14,4.64089373575317E+14
641,236856276,1.12110095790546E+15,4.59170115870423E+14,4.80531851860139E+14
642,243710342,1.16600273302948E+15,4.75305436060657E+14,4.97136840141591E+14
643,250564408,1.21169428746428E+15,4.91614781740938E+14,5.13905329317605E+14
644,257418474,1.25818334371726E+15,5.08099339082686E+14,5.30838314443256E+14
645,264272540,1.30547767068265E+15,5.24760299838928E+14,5.47936794743150E+14
646,271126606,1.35358508381606E+15,5.41598861362499E+14,5.65201773623813E+14
647,277980672,1.40251344530960E+15,5.58616226624275E+14,5.82634258686126E+14
648,284834738,1.45227066426727E+15,5.75813604231454E+14,6.00235261737772E+14
649,291688804,1.50286469688086E+15,5.93192208445875E+14,6.18005798805717E+14
650,298542870,1.55430354660618E+15,6.10753259202371E+14,6.35946890148710E+14
651,307469302,1.61749731674798E+15,6.32762850878926E+14,6.58497885069111E+14
652,316395734,1.68177897616807E+15,6.55008106866036E+14,6.81269354253810E+14
653,325322166,1.74715898179133E+15,6.77490619911574E+14,7.04262629365240E+14
654,334248598,1.81364785255989E+15,7.00211990199791E+14,7.27479047609871E+14
655,343175030,1.88125616966451E+15,7.23173825375399E+14,7.50919951754596E+14
656,352101462,1.94999457677647E+15,7.46377740567701E+14,7.74586690143165E+14
657,361027894,2.01987378028000E+15,7.69825358414779E+14,7.98480616712646E+14
658,369954326,2.09090454950528E+15,7.93518309087732E+14,8.22603091009919E+14
659,378880758,2.16309771696194E+15,8.17458230314961E+14,8.46955478208208E+14
660,387807190,2.23646417857312E+15,8.41646767406520E+14,8.71539149123642E+14
661,399441406,2.32678801926797E+15,8.71996775475411E+14,9.02473280420929E+14
662,411075622,2.41862418120521E+15,9.02668185983746E+14,9.33706636093487E+14
663,422709838,2.51198691054842E+15,9.33663148627205E+14,9.65241006684493E+14
664,434344054,2.60689053672560E+15,9.64983823046821E+14,9.97078190135181E+14
665,445978270,2.70334947273661E+15,9.96632378860932E+14,1.02921999180658E+15
666,457612486,2.80137821546130E+15,1.02861099569721E+15,1.06166822450127E+15
667,469246702,2.90099134596838E+15,1.06092186322473E+15,1.09442470848525E+15
668,480880918,3.00220352982495E+15,1.09356718118618E+15,1.12749127150976E+15
669,492515134,3.10502951740680E+15,1.12654915943004E+15,1.16086974883320E+15
670,504149350,3.20948414420940E+15,1.15987001794291E+15,1.19456198324313E+15
671,519324245,3.33834267775954E+15,1.20172517860093E+15,1.23700353965624E+15
672,534499140,3.46930243778255E+15,1.24401879703653E+15,1.27985135339626E+15
673,549674035,3.60238283510436E+15,1.28675377592474E+15,1.32310783327309E+15
674,564848930,3.73760339239270E+15,1.32993303124886E+15,1.36677539797474E+15
675,580023825,3.87498374456585E+15,1.37355949234287E+15,1.41085647609608E+15
676,595198720,4.01454363920232E+15,1.41763610193397E+15,1.45535350616781E+15
677,610373615,4.15630293695151E+15,1.46216581618519E+15,1.50026893668532E+15
678,625548510,4.30028161194525E+15,1.50715160473807E+15,1.54560522613779E+15
679,640723405,4.44649975221035E+15,1.55259645075547E+15,1.59136484303718E+15
680,655898300,4.59497756008205E+15,1.59850335096448E+15,1.63755026594739E+15
681,675706429,4.77850093252028E+15,1.65623188946094E+15,1.69579181470701E+15
682,695514558,4.96494240008544E+15,1.71455874958175E+15,1.75458515425746E+15
683,715322687,5.15432841439525E+15,1.77348785248331E+15,1.81393352686771E+15
684,735130816,5.34668557736413E+15,1.83302313714034E+15,1.87384018800418E+15
685,754938945,5.54204064174704E+15,1.89316856040224E+15,1.93430840636898E+15
686,774747074,5.74042051168454E+15,1.95392809704958E+15,1.99534146393829E+15
687,794555203,5.94185224324908E+15,2.01530573985072E+15,2.05694265600077E+15
688,814363332,6.14636304499255E+15,2.07730549961854E+15,2.11911529119607E+15
689,834171461,6.35398027849505E+15,2.13993140526730E+15,2.18186269155340E+15
690,853979590,6.56473145891493E+15,2.20318750386965E+15,2.24518819253021E+15
691,879855172,6.82571416111309E+15,2.28282011488833E+15,2.32512915903479E+15
692,905730754,7.09074774629023E+15,2.36326944867420E+15,2.40581988205962E+15
693,931606336,7.35986826665404E+15,2.44454080462897E+15,2.48726472802810E+15
694,957481918,7.63311197648074E+15,2.52663950602456E+15,2.56946808100655E+15
695,983357500,7.91051533283894E+15,2.60957090007808E+15,2.65243434275511E+15
696,1009233082,8.19211499631529E+15,2.69334035802692E+15,2.73616793277864E+15
697,1035108664,8.47794783174167E+15,2.77795327520406E+15,2.82067328837777E+15
698,1060984246,8.76805090892407E+15,2.86341507111344E+15,2.90595486470002E+15
699,1086859828,9.06246150337311E+15,2.94973118950558E+15,2.99201713479107E+15
700,1112735410,9.36121709703618E+15,3.03690709845332E+15,3.07886458964610E+15
701,1146562566,9.73184711896582E+15,3.14677159773122E+15,3.18861523713819E+15
702,1180389722,1.01080985800144E+16,3.25775129568698E+15,3.29938504392657E+15
703,1214216878,1.04900206265772E+16,3.36985335769694E+15,3.41117989349374E+15
704,1248044034,1.08776626768523E+16,3.48308498113326E+15,3.52400569292253E+15
705,1281871190,1.12710744218050E+16,3.59745339546361E+15,3.63786837296361E+15
706,1315698346,1.16703058261347E+16,3.71296586235111E+15,3.75277388810327E+15
707,1349525502,1.20754071292427E+16,3.82962967575448E+15,3.86872821663117E+15
708,1383352658,1.24864288462041E+16,3.94745216202835E+15,3.98573736070837E+15
709,1417179814,1.29034217687398E+16,4.06644068002386E+15,4.10380734643545E+15
710,1451006970,1.33278784611970E+16,4.18705547792668E+15,4.22340101165912E+15
711,1495262683,1.38619669149845E+16,4.34128056370021E+15,4.37676166819698E+15
712,1539518396,1.44044649178433E+16,4.49720338689979E+15,4.53168142457279E+15
713,1583774109,1.49554502799003E+16,4.65483544063964E+15,4.68816976980548E+15
714,1628029822,1.55150012590599E+16,4.81418827097576E+15,4.84623623206426E+15
715,1672285535,1.60831965626255E+16,4.97527347707372E+15,5.00589037878228E+15
716,1716541248,1.66601153489235E+16,5.13810271137671E+15,5.16714181677060E+15
717,1760796961,1.72458372289328E+16,5.30268767977399E+15,5.33000019233237E+15
718,1805052674,1.78404422679161E+16,5.46904014176973E+15,5.49447519137719E+15
719,1849308387,1.84440109870563E+16,5.63717191065215E+15,5.66057653953581E+15
720,1893564100,1.90566243650956E+16,5.80709485366303E+15,5.82831400227489E+15
721,1951507161,1.98173574719680E+16,6.02105092905327E+15,6.04006075169706E+15
722,2009450222,2.05898057799619E+16,6.23733305225785E+15,6.25393373439095E+15
723,2067393283,2.13740756378358E+16,6.45595679852786E+15,6.46994576366744E+15
724,2125336344,2.21702739977455E+16,6.67693781420123E+15,6.68810970529615E+15
725,2183279405,2.29785084174065E+16,6.90029181692623E+15,6.90843847765672E+15
726,2241222466,2.37988870622619E+16,7.12603459588541E+15,7.13094505189054E+15
727,2299165527,2.46315187076548E+16,7.35418201202003E+15,7.35564245205273E+15
728,2357108588,2.54765127410055E+16,7.58474999825503E+15,7.58254375526439E+15
729,2415051649,2.63339791639937E+16,7.81775455972434E+15,7.81166209186522E+15
730,2472994710,2.72040285947456E+16,8.05321177399674E+15,8.04301064556636E+15
731,2548915648,2.82862795605579E+16,8.35003179379805E+15,8.33539340942120E+15
732,2624836586,2.93848439514963E+16,8.65003952283900E+15,8.63067685973526E+15
733,2700757524,3.04998671446007E+16,8.95325607768531E+15,8.92887830767693E+15
734,2776678462,3.16314953303929E+16,9.25970267040713E+15,9.23001513474824E+15
735,2852599400,3.27798755157642E+16,9.56940060887704E+15,9.53410479298644E+15
736,2928520338,3.39451555268685E+16,9.88237129706866E+15,9.84116480516611E+15
737,3004441276,3.51274840120223E+16,1.01986362353559E+16,1.01512127650015E+16
738,3080362214,3.63270104446110E+16,1.05182170208126E+16,1.04642663373495E+16
739,3156283152,3.75438851260017E+16,1.08411353475135E+16,1.07803432584128E+16
740,3232204090,3.87782591884623E+16,1.11674130068347E+16,1.10994613359434E+16
741,3331755976,4.03162331537667E+16,1.15791989856231E+16,1.15032267032129E+16
742,3431307862,4.18769153358834E+16,1.19953547121380E+16,1.19109507279703E+16
743,3530859748,4.34605044977183E+16,1.24159088285031E+16,1.23226568103339E+16
744,3630411634,4.50672004994119E+16,1.28408901052239E+16,1.27383684447786E+16
745,3729963520,4.66972043021953E+16,1.32703274415853E+16,1.31581092204044E+16
746,3829515406,4.83507179722553E+16,1.37042498660497E+16,1.35819028212059E+16
747,3929067292,5.00279446846073E+16,1.41426865366565E+16,1.40097730263422E+16
748,4028619178,5.17290887269773E+16,1.45856667414219E+16,1.44417437104069E+16
749,4128171064,5.34543555036924E+16,1.50332198987399E+16,1.48778388436995E+16
750,4227722950,5.52039515395796E+16,1.54853755577838E+16,1.53180824924965E+16
751,4358359589,5.73873835808155E+16,1.60566830978697E+16,1.58757279071512E+16
752,4488996228,5.96024155184081E+16,1.66339824342560E+16,1.64387778341619E+16
753,4619632867,6.18493191586384E+16,1.72173124341695E+16,1.70072639209284E+16
754,4750269506,6.41283677884639E+16,1.78067121375123E+16,1.75812179415119E+16
755,4880906145,6.64398361806720E+16,1.84022207573924E+16,1.81606717969936E+16
756,5011542784,6.87840005990458E+16,1.90038776806550E+16,1.87456575158340E+16
757,5142179423,7.11611388035406E+16,1.96117224684162E+16,1.93362072542324E+16
758,5272816062,7.35715300554716E+16,2.02257948565961E+16,1.99323532964879E+16
759,5403452701,7.60154551227138E+16,2.08461347564547E+16,2.05341280553607E+16
760,5534089340,7.84931962849123E+16,2.14727822551273E+16,2.11415640724338E+16
761,5705646110,8.15901912811632E+16,2.22654625363622E+16,2.19118428253909E+16
762,5877202880,8.47311478922407E+16,2.30663611912802E+16,2.26895028388807E+16
763,6048759650,8.79164378898147E+16,2.38755309867000E+16,2.34745869369699E+16
764,6220316420,9.11464350446461E+16,2.46930249218230E+16,2.42671381138556E+16
765,6391873190,9.44215151334795E+16,2.55188962289419E+16,2.50671995343439E+16
766,6563429960,9.77420559459509E+16,2.63531983741515E+16,2.58748145343291E+16
767,6734986730,1.01108437291511E+17,2.71959850580603E+16,2.66900266212746E+16
768,6906543500,1.04521041006362E+17,2.80473102165037E+16,2.75128794746933E+16
769,7078100270,1.07980250960412E+17,2.89072280212589E+16,2.83434169466305E+16
770,7249657040,1.11486453064242E+17,2.97757928807610E+16,2.91816830621470E+16
771,7475121374,1.15875684028840E+17,3.08757227147685E+16,3.02458428539409E+16
772,7700585708,1.20326060714194E+17,3.19869283604938E+16,3.13200875966529E+16
773,7926050042,1.24838091740157E+17,3.31094814883283E+16,3.24044752690801E+16
774,8151514376,1.29412288426925E+17,3.42434540815786E+16,3.34990640786766E+16
775,8376978710,1.34049164804266E+17,3.53889184374138E+16,3.46039124621932E+16
776,8602443044,1.38749237620758E+17,3.65459471678153E+16,3.57190790863169E+16
777,8827907378,1.43513026353056E+17,3.77146132005281E+16,3.68446228483131E+16
778,9053371712,1.48341053215176E+17,3.88949897800142E+16,3.79806028766680E+16
779,9278836046,1.53233843167798E+17,4.00871504684079E+16,3.91270785317325E+16
780,9504300380,1.58191923927590E+17,4.12911691464732E+16,4.02841094063679E+16
781,9800834552,1.64408015371895E+17,4.28176079063137E+16,4.17545344402158E+16
782,10097368724,1.70709138486043E+17,4.43595222677312E+16,4.32387439390130E+16
783,10393902896,1.77095989283565E+17,4.59170096225639E+16,4.47368164414025E+16
784,10690437068,1.83569267427398E+17,4.74901677842484E+16,4.62488307935336E+16
785,10986971240,1.90129676242241E+17,4.90790949890874E+16,4.77748661499162E+16
786,11283505412,1.96777922726928E+17,5.06838898975197E+16,4.93150019742758E+16
787,11580039584,2.03514717566835E+17,5.23046515953929E+16,5.08693180404114E+16
788,11876573756,2.10340775146312E+17,5.39414795952385E+16,5.24378944330543E+16
789,12173107928,2.17256813561137E+17,5.55944738375493E+16,5.40208115487288E+16
790,12469642100,2.24263554631005E+17,5.72637346920603E+16,5.56181500966142E+16
791,12859941898,2.33061040638740E+17,5.93823370777012E+16,5.76503366928803E+16
792,13250241696,2.41976758386060E+17,6.15221860688891E+16,5.97013720316072E+16
793,13640541494,2.51011660572976E+17,6.36834140728179E+16,6.17713625594239E+16
794,14030841292,2.60166704834009E+17,6.58661540650407E+16,6.38604151367586E+16
795,14421141090,2.69442853754747E+17,6.80705395911661E+16,6.59686370389806E+16
796,14811440888,2.78841074888426E+17,7.02967047685583E+16,6.80961359575448E+16
797,15201740686,2.88362340772552E+17,7.25447842880401E+16,7.02430200011380E+16
798,15592040484,2.98007628945553E+17,7.48149134155995E+16,7.24093976968280E+16
799,15982340282,3.07777921963473E+17,7.71072279941000E+16,7.45953779912141E+16
800,16372640080,3.17674207416696E+17,7.94218644449939E+16,7.68010702515807E+16
801,16886740979,3.30117656558576E+17,8.23627828052470E+16,7.96102276023936E+16
802,17400841878,3.42725482907706E+17,8.53328806868273E+16,8.24451692037279E+16
803,17914942777,3.55498990877215E+17,8.83323381878066E+16,8.53060394053660E+16
804,18429043676,3.68439491555791E+17,9.13613361729096E+16,8.81929831142661E+16
805,18943144575,3.81548302729866E+17,9.44200562757857E+16,9.11061457960908E+16
806,19457245474,3.94826748905851E+17,9.75086809012856E+16,9.40456734767383E+16
807,19971346373,4.08276161332420E+17,1.00627393227742E+17,9.70117127438768E+16
808,20485447272,4.21897878022834E+17,1.03776377209255E+17,1.00004410748481E+17
809,20999548171,4.35693243777326E+17,1.06955817577985E+17,1.03023915206375E+17
810,21513649070,4.49663610205516E+17,1.10165899846441E+17,1.06070374399770E+17
811,22191329016,4.67254611846868E+17,1.14248974306560E+17,1.09954444890890E+17
812,22869008962,4.85074130040274E+17,1.18372137052319E+17,1.13873801955437E+17
813,23546688908,5.03123951276263E+17,1.22535633168957E+17,1.17828641449638E+17
814,24224368854,5.21405871080898E+17,1.26739708776442E+17,1.21819159980416E+17
815,24902048800,5.39921694045531E+17,1.30984611032522E+17,1.25845554907432E+17
816,25579728746,5.58673233856642E+17,1.35270588135766E+17,1.29908024345141E+17
817,26257408692,5.77662313325723E+17,1.39597889328632E+17,1.34006767164841E+17
818,26935088638,5.96890764419239E+17,1.43966764900521E+17,1.38141982996738E+17
819,27612768584,6.16360428288642E+17,1.48377466190851E+17,1.42313872232001E+17
820,28290448530,6.36073155300450E+17,1.52830245592130E+17,1.46522636024833E+17
821,29184426704,6.60929233377594E+17,1.58500068128558E+17,1.51894229181468E+17
822,30078404878,6.86102981125440E+17,1.64224985573381E+17,1.57314133819131E+17
823,30972383052,7.11596846020799E+17,1.70005331612551E+17,1.62782615824732E+17
824,31866361226,7.37413287776630E+17,1.75841441329386E+17,1.68299942097229E+17
825,32760339400,7.63554778381994E+17,1.81733651208653E+17,1.73866380550375E+17
826,33654317574,7.90023802142100E+17,1.87682299140659E+17,1.79482200115460E+17
827,34548295748,8.16822855718429E+17,1.93687724425352E+17,1.85147670744070E+17
828,35442273922,8.43954448168941E+17,1.99750267776428E+17,1.90863063410841E+17
829,36336252096,8.71421100988376E+17,2.05870271325444E+17,1.96628650116224E+17
830,37230230270,8.99225348148622E+17,2.12048078625945E+17,2.02444703889254E+17
831,38410428570,9.34332028434805E+17,2.19922817112453E+17,2.09875411743913E+17
832,39590626870,9.69880308147767E+17,2.27873302329110E+17,2.17372292476253E+17
833,40770825170,1.00587354137369E+18,2.35899988817227E+17,2.24935707243313E+17
834,41951023470,1.04231509877793E+18,2.44003333006317E+17,2.32566018567376E+17
835,43131221770,1.07920836765866E+18,2.52183793219571E+17,2.40263590339644E+17
836,44311420070,1.11655675200071E+18,2.60441829679347E+17,2.48028787823923E+17
837,45491618370,1.15436367252941E+18,2.68777904512678E+17,2.55861977660316E+17
838,46671816670,1.19263256676463E+18,2.77192481756774E+17,2.63763527868921E+17
839,47852014970,1.23136688907490E+18,2.85686027364551E+17,2.71733807853532E+17
840,49032213270,1.27057011073163E+18,2.94259009210159E+17,2.79773188405358E+17
841,50591437652,1.32013604958849E+18,3.05198413634109E+17,2.90055106073384E+17
842,52150662034,1.37031587449781E+18,3.16241996626873E+17,3.00427701608176E+17
843,53709886416,1.42111418350014E+18,3.27390377665742E+17,3.10891465845241E+17
844,55269110798,1.47253559711152E+18,3.38644178780956E+17,3.21446891462927E+17
845,56828335180,1.52458475839566E+18,3.50004024563053E+17,3.32094472987353E+17
846,58387559562,1.57726633303621E+18,3.61470542170251E+17,3.42834706797355E+17
847,59946783944,1.63058500940918E+18,3.73044361335826E+17,3.53668091129435E+17
848,61506008326,1.68454549865560E+18,3.84726114375515E+17,3.64595126082730E+17
849,63065232708,1.73915253475416E+18,3.96516436194932E+17,3.75616313623977E+17
850,64624457090,1.79441087459421E+18,4.08415964296994E+17,3.86732157592497E+17
851,66685977271,1.86436819507894E+18,4.23616123538269E+17,4.00963321770196E+17
852,68747497452,1.93517893926038E+18,4.38959619822062E+17,4.15318799035905E+17
853,70809017633,2.00684941263449E+18,4.54447297835484E+17,4.29799256838160E+17
854,72870537814,2.07938595118228E+18,4.70080005719403E+17,4.44405365114550E+17
855,74932057995,2.15279492146685E+18,4.85858595078334E+17,4.59137796298345E+17
856,76993578176,2.22708272073056E+18,5.01783920990338E+17,4.73997225325131E+17
857,79055098357,2.30225577699255E+18,5.17856842016946E+17,4.88984329639465E+17
858,81116618538,2.37832054914628E+18,5.34078220213110E+17,5.04099789201530E+17
859,83178138719,2.45528352705742E+18,5.50448921137154E+17,5.19344286493818E+17
860,85239658900,2.53315123166183E+18,5.66969813860762E+17,5.34718506527811E+17
861,87967327985,2.63186046650379E+18,5.88095231174580E+17,5.54421597208570E+17
862,90694997070,2.73175620693897E+18,6.09417939541862E+17,5.74295189810653E+17
863,93422666155,2.83284710301053E+18,6.30939091318375E+17,5.94340192452801E+17
864,96150335240,2.93514184613271E+18,6.52659843535076E+17,6.14557516617726E+17
865,98878004325,3.03864916922134E+18,6.74581357911413E+17,6.34948077161014E+17
866,1.01605673410E+11,3.14337784682473E+18,6.96704800868635E+17,6.55512792320038E+17
867,1.04333342495E+11,3.24933669525477E+18,7.19031343543139E+17,6.76252583722901E+17
868,1.07061011580E+11,3.35653457271833E+18,7.41562161799835E+17,6.97168376397379E+17
869,1.09788680665E+11,3.46498037944889E+18,7.64298436245540E+17,7.18261098779893E+17
870,1.12516349750E+11,3.57468305783846E+18,7.87241352242401E+17,7.39531682724493E+17
871,1.16128124577E+11,3.71392642859984E+18,8.16609102036108E+17,7.66819004036712E+17
872,1.19739899404E+11,3.85481952960104E+18,8.46248513556631E+17,7.94340285037939E+17
873,1.23351674231E+11,3.99737423148756E+18,8.76161159697228E+17,8.22096761993316E+17
874,1.26963449058E+11,4.14160246107946E+18,9.06348619683522E+17,8.50089675717246E+17
875,1.30575223885E+11,4.28751620154724E+18,9.36812479091382E+17,8.78320271585363E+17
876,1.34186998712E+11,4.43512749258806E+18,9.67554329864842E+17,9.06789799546520E+17
877,1.37798773539E+11,4.58444843060227E+18,9.98575770334052E+17,9.35499514134806E+17
878,1.41410548366E+11,4.73549116887035E+18,1.02987840523326E+18,9.64450674481572E+17
879,1.45022323193E+11,4.88826791773020E+18,1.06146384571883E+18,9.93644544327495E+17
880,1.48634098020E+11,5.04279094475476E+18,1.09333370938731E+18,1.02308239203465E+18
881,1.53420115976E+11,5.23917202152992E+18,1.13417030521898E+18,1.06088526830205E+18
882,1.58206133932E+11,5.43784715142249E+18,1.17538111909380E+18,1.09900932901547E+18
883,1.62992151888E+11,5.63883263083303E+18,1.21696829901805E+18,1.13745625811172E+18
884,1.67778169844E+11,5.84214483247864E+18,1.25893400158010E+18,1.17622774568364E+18
885,1.72564187800E+11,6.04780020562993E+18,1.30128039197442E+18,1.21532548799622E+18
886,1.77350205756E+11,6.25581527634851E+18,1.34400964402575E+18,1.25475118750272E+18
887,1.82136223712E+11,6.46620664772483E+18,1.38712394021325E+18,1.29450655286082E+18
888,1.86922241668E+11,6.67899100011666E+18,1.43062547169468E+18,1.33459329894882E+18
889,1.91708259624E+11,6.89418509138788E+18,1.47451643833073E+18,1.37501314688185E+18
890,1.96494277580E+11,7.11180575714792E+18,1.51879904870925E+18,1.41576782402813E+18
891,2.02841042746E+11,7.38872195146172E+18,1.57559886314026E+18,1.46815569250787E+18
892,2.09187807912E+11,7.66882858307505E+18,1.63291437998185E+18,1.52098469645039E+18
893,2.15534573078E+11,7.95214803272605E+18,1.69074853415956E+18,1.57425713087402E+18
894,2.21881338244E+11,8.23870278489012E+18,1.74910427223688E+18,1.62797529913262E+18
895,2.28228103410E+11,8.52851542809936E+18,1.80798455244770E+18,1.68214151293724E+18
896,2.34574868576E+11,8.82160865526281E+18,1.86739234472877E+18,1.73675809237788E+18
897,2.40921633742E+11,9.11800526398719E+18,1.92733063075229E+18,1.79182736594520E+18
898,2.47268398908E+11,9.41772815689839E+18,1.98780240395850E+18,1.84735167055233E+18
899,2.53615164074E+11,9.72080034196352E+18,2.04881066958840E+18,1.90333335155674E+18
900,2.59961929240E+11,1.00272449328136E+19,2.11035844471643E+18,1.95977476278203E+18
901,2.68384695747E+11,1.04176675824696E+19,2.18938401661391E+18,2.03239922073197E+18
902,2.76807462254E+11,1.08125279686382E+19,2.26912056400061E+18,2.10562985034642E+18
903,2.85230228761E+11,1.12118568399913E+19,2.34957209910279E+18,2.17946978126052E+18
904,2.93652995268E+11,1.16156850862882E+19,2.43074264993818E+18,2.25392215440314E+18
905,3.02075761775E+11,1.20240437388071E+19,2.51263626035973E+18,2.32899012202610E+18
906,3.10498528282E+11,1.24369639707768E+19,2.59525699009935E+18,2.40467684773341E+18
907,3.18921294789E+11,1.28544770978099E+19,2.67860891481186E+18,2.48098550651058E+18
908,3.27344061296E+11,1.32766145783359E+19,2.76269612611891E+18,2.55791928475397E+18
909,3.35766827803E+11,1.37034080140362E+19,2.84752273165308E+18,2.63548138030023E+18
910,3.44189594310E+11,1.41348891502793E+19,2.93309285510195E+18,2.71367500245571E+18
911,3.55375756125E+11,1.46852823606326E+19,3.04307351966863E+18,2.81438800107864E+18
912,3.66561917940E+11,1.52418492673670E+19,3.15403478872258E+18,2.91593435000395E+18
913,3.77748079755E+11,1.58046321326010E+19,3.26598215011139E+18,3.01831831944330E+18
914,3.88934241570E+11,1.63736734104448E+19,3.37892111312290E+18,3.12154419491972E+18
915,4.00120403385E+11,1.69490157475826E+19,3.49285720854419E+18,3.22561627730701E+18
916,4.11306565200E+11,1.75307019838560E+19,3.60779598872067E+18,3.33053888286917E+18
917,4.22492727015E+11,1.81187751528481E+19,3.72374302761525E+18,3.43631634329989E+18
918,4.33678888830E+11,1.87132784824690E+19,3.84070392086770E+18,3.54295300576217E+18
919,4.44865050645E+11,1.93142553955426E+19,3.95868428585402E+18,3.65045323292792E+18
920,4.56051212460E+11,1.99217495103944E+19,4.07768976174598E+18,3.75882140301769E+18
921,4.70918481986E+11,2.06975950139131E+19,4.23079759680514E+18,3.89853625394669E+18
922,4.85785751512E+11,2.14820308300285E+19,4.38525849964628E+18,4.03939732994855E+18
923,5.00653021038E+11,2.22751150689781E+19,4.54107998041597E+18,4.18141046082994E+18
924,5.15520290564E+11,2.30769061024072E+19,4.69826957838805E+18,4.32458149716892E+18
